id,sex,age,n_siblings_spouses,parch,fare,class,embark_town,alone,predict,survived,x,y,predict0,predict1
453,0,28.0,0,0,13.0,1,2,1,1,1,1.6550254821777344,-16.63828468322754,0.2919559139480186,0.7080440860519817
454,1,32.0,0,0,7.925,2,2,1,0,0,24.85178565979004,-15.502671241760254,0.8554971282012729,0.14450287179872723
455,0,41.0,0,5,39.6875,2,2,0,0,0,-17.894868850708008,16.889785766601562,0.642489528515179,0.35751047148482085
456,1,28.0,1,0,16.1,2,2,0,0,0,-2.620835542678833,26.443777084350586,0.7664766325750766,0.23352336742492333
457,1,20.0,0,0,7.8542,2,2,1,0,0,32.233192443847656,0.7502533197402954,0.8727982345559617,0.12720176544403822
458,1,28.0,0,0,56.4958,2,2,1,0,1,23.06423568725586,-11.654638290405273,0.6961070457572964,0.3038929542427036
459,0,0.75,2,1,19.2583,2,0,0,1,1,-22.212526321411133,17.566129684448242,0.2396852074972963,0.7603147925027038
460,1,48.0,1,0,76.7292,0,0,0,0,1,-5.184321403503418,15.547122955322266,0.50671199052097,0.49328800947902995
461,1,28.0,0,0,7.55,2,2,1,0,0,26.94417381286621,-9.572969436645508,0.8803990519778297,0.11960094802217025
462,0,23.0,0,0,7.55,2,2,1,1,1,6.265261173248291,-11.876418113708496,0.4982463191427505,0.5017536808572495
463,1,28.0,0,0,7.8958,2,2,1,0,0,28.182334899902344,-9.75766658782959,0.8766561437728937,0.12334385622710636
464,0,18.0,0,1,23.0,1,2,0,1,1,-15.623663902282715,14.546119689941406,0.23570680880099049,0.7642931911990096
465,1,21.0,0,0,8.4333,2,2,1,0,0,31.474515914916992,-0.14547468721866608,0.8603647177003485,0.13963528229965164
466,1,24.0,2,0,73.5,1,2,0,0,0,-4.2121710777282715,22.48189926147461,0.6996534522583159,0.30034654774168407
467,1,28.0,0,0,7.8958,2,2,1,0,0,27.836334228515625,-10.266600608825684,0.8766561437728937,0.12334385622710636
468,0,32.0,1,1,15.5,2,1,0,1,0,-22.035490036010742,17.04171371459961,0.4322908176011597,0.5677091823988403
469,1,50.0,2,0,133.65,0,2,0,0,1,-5.364433288574219,20.224287033081055,0.5612783784744451,0.43872162152555494
470,1,47.0,0,0,25.5875,0,2,1,0,0,-19.678274154663086,-11.908345222473145,0.6937279135624498,0.3062720864375499
471,1,36.0,0,0,7.4958,2,2,1,0,0,23.484272003173828,-17.055450439453125,0.8899441915612898,0.11005580843871005
472,1,20.0,1,0,7.925,2,2,0,0,1,-2.267414093017578,26.20000648498535,0.776123180570104,0.223876819429896
473,1,25.0,0,0,13.0,1,2,1,0,0,-4.824301242828369,-28.574193954467773,0.7663097581751253,0.23369024182487472
474,1,28.0,0,0,7.775,2,2,1,0,0,27.20786476135254,-10.107732772827148,0.865452772744662,0.13454722725533796
475,1,43.0,0,0,8.05,2,2,1,0,0,21.982114791870117,-18.566524505615234,0.865809232559342,0.13419076744065803
476,0,40.0,1,1,39.0,1,2,0,1,1,-15.870916366577148,10.422149658203125,0.2445662325618628,0.7554337674381371
477,1,31.0,1,0,52.0,0,2,0,0,0,-5.971305847167969,21.308698654174805,0.5929547528963409,0.40704524710365897
478,1,31.0,0,0,13.0,1,2,1,0,1,-5.744970798492432,-27.387065887451172,0.7657723681688018,0.23422763183119819
479,1,28.0,0,0,0.0,1,2,1,0,0,-5.6361308097839355,-28.321643829345703,0.8692889848252733,0.13071101517472686
480,1,18.0,0,0,7.775,2,2,1,0,0,32.90177536010742,2.3801205158233643,0.8666040617080125,0.13339593829198734
481,0,18.0,0,0,9.8417,2,2,1,1,1,5.770327091217041,-11.788573265075684,0.47632138279527886,0.5236786172047213
482,1,36.0,0,1,512.3292,0,0,0,1,1,-3.257458448410034,13.494420051574707,0.48729867170437674,0.5127013282956234
483,1,27.0,0,0,76.7292,0,0,1,0,1,-10.446391105651855,-13.182960510253906,0.5375251000227442,0.4624748999772557
484,1,20.0,0,0,9.225,2,2,1,0,0,31.83721923828125,0.865440309047699,0.8561933797897087,0.14380662021029159
485,1,14.0,5,2,46.9,2,2,0,0,0,4.619503021240234,22.419979095458984,0.9118216679858836,0.08817833201411646
486,1,60.0,1,1,39.0,1,2,0,0,0,-0.4813916087150574,18.108169555664062,0.6836031405429392,0.31639685945706053
487,1,19.0,0,0,10.1708,2,2,1,0,0,32.092960357666016,1.7634903192520142,0.8269028237596694,0.17309717624033077
488,1,18.0,0,0,7.7958,2,2,1,0,0,32.52654266357422,2.5245566368103027,0.8756267702255488,0.12437322977445124
489,0,15.0,0,1,211.3375,0,2,0,1,1,-13.833248138427734,13.800719261169434,0.16707559655703844,0.8329244034429617
490,1,31.0,1,0,57.0,0,2,0,0,1,-5.976266860961914,21.2906436920166,0.5577593654189332,0.4422406345810667
491,0,4.0,0,1,13.4167,2,0,0,1,1,-20.2580509185791,18.7736759185791,0.2774319513302732,0.7225680486697269
492,1,28.0,0,0,56.4958,2,2,1,0,1,23.06399154663086,-11.654593467712402,0.6961070457572964,0.3038929542427036
493,1,60.0,0,0,26.55,0,2,1,0,0,-18.714099884033203,-12.361888885498047,0.612681413269933,0.38731858673006686
494,0,28.0,0,0,7.7333,2,1,1,1,1,3.420511484146118,-7.948646068572998,0.4448593242139222,0.5551406757860778
495,1,49.0,1,1,110.8833,0,0,0,1,0,-2.1463048458099365,14.596500396728516,0.4905431617095399,0.5094568382904603
496,1,35.0,0,0,26.2875,0,2,1,0,1,-20.718990325927734,-11.823103904724121,0.5915807735812162,0.4084192264187838
497,1,25.0,0,0,7.7417,2,1,1,0,0,12.414380073547363,2.95404052734375,0.8510041904002067,0.1489958095997933
498,1,39.0,0,0,26.0,1,2,1,0,0,-7.401451587677002,-26.91558837890625,0.7660689840534863,0.2339310159465137
499,0,22.0,0,0,151.55,0,2,1,1,1,-1.4289679527282715,-15.24298095703125,0.15360256359703645,0.8463974364029637
500,1,28.0,1,1,15.2458,2,0,0,0,1,2.922386884689331,18.060182571411133,0.6642705925562654,0.33572940744373453
501,0,24.0,0,0,49.5042,0,0,1,1,1,-4.406343936920166,-11.897315979003906,0.14467404706658193,0.8553259529334182
502,1,28.0,0,0,26.55,0,2,1,0,0,-21.6136531829834,-11.874382019042969,0.5805817747988645,0.41941822520113553
503,1,48.0,1,0,52.0,0,2,0,0,1,-5.885674953460693,20.93219757080078,0.6071250288283935,0.39287497117160647
504,1,29.0,0,0,9.4833,2,2,1,0,0,26.617969512939453,-12.899998664855957,0.8508167367249371,0.14918326327506318
505,1,19.0,0,0,7.65,2,2,1,0,0,32.60007095336914,1.6493184566497803,0.8803906957083645,0.11960930429163558
506,0,38.0,0,0,227.525,0,0,1,1,1,-5.146694660186768,-11.602375030517578,0.0955122290494206,0.9044877709505795
507,0,27.0,0,0,10.5,1,2,1,1,1,1.684383511543274,-16.550827026367188,0.334723212855813,0.6652767871441873
508,1,28.0,0,0,15.5,2,1,1,0,0,11.803325653076172,3.2464048862457275,0.7866311922406133,0.21336880775938666
509,1,33.0,0,0,7.775,2,2,1,0,0,24.454933166503906,-15.986474990844727,0.871792602457395,0.12820739754260496
510,0,6.0,0,1,33.0,1,2,0,1,1,-15.643284797668457,14.485939979553223,0.17621830232913577,0.8237816976708641
511,1,50.0,0,0,13.0,1,2,1,0,0,-8.523512840270996,-27.185544967651367,0.7721028060678528,0.22789719393214725
512,1,27.0,1,0,53.1,0,2,0,0,1,-5.968906402587891,21.342111587524414,0.5687527972744342,0.4312472027255658
513,0,30.0,3,0,21.0,1,2,0,1,1,-13.514412879943848,17.240856170654297,0.38879321973786396,0.6112067802621362
514,1,25.0,1,0,26.0,1,2,0,0,0,-4.851904392242432,22.893062591552734,0.7065897995918367,0.2934102004081631
515,0,25.0,1,0,7.925,2,2,0,1,0,-14.786093711853027,20.629928588867188,0.4936152800562792,0.5063847199437209
516,0,29.0,0,0,211.3375,0,2,1,1,1,-1.5558276176452637,-15.167808532714844,0.15506690889492503,0.8449330911050751
517,1,11.0,0,0,18.7875,2,0,1,0,0,9.848901748657227,1.422156572341919,0.7260396294909911,0.2739603705090088
518,1,28.0,0,0,0.0,1,2,1,0,0,-5.640547275543213,-28.3253116607666,0.8692889848252733,0.13071101517472686
519,1,23.0,0,0,13.0,1,2,1,0,0,-4.80587911605835,-29.078847885131836,0.7676654282782179,0.2323345717217819
520,1,23.0,0,0,13.0,1,2,1,0,0,-4.805880069732666,-29.078847885131836,0.7676654282782179,0.2323345717217819
521,1,35.0,0,0,512.3292,0,0,1,1,1,-9.208945274353027,-12.263090133666992,0.49392814615531827,0.5060718538446818
522,1,28.0,0,0,7.8958,2,2,1,0,0,27.472869873046875,-10.682723999023438,0.8766561437728937,0.12334385622710636
523,1,28.0,0,0,7.8958,2,2,1,0,0,27.84461212158203,-10.278899192810059,0.8766561437728937,0.12334385622710636
524,1,36.0,1,0,78.85,0,2,0,0,0,-5.963655948638916,21.10749053955078,0.5410441127846903,0.45895588721530955
525,0,21.0,2,2,262.375,0,0,0,1,1,-10.743220329284668,9.390959739685059,0.1602342497161611,0.8397657502838386
526,1,24.0,1,0,16.1,2,2,0,0,0,-2.3879244327545166,26.589412689208984,0.7657108259381615,0.2342891740618384
527,1,70.0,1,1,71.0,0,2,0,0,0,-1.4541478157043457,16.582910537719727,0.6243955812174928,0.3756044187825072
528,0,4.0,1,1,23.0,1,2,0,1,1,-16.137744903564453,10.275429725646973,0.18965871584431204,0.8103412841556882
529,1,6.0,0,1,12.475,2,2,0,0,1,0.6093446016311646,26.0921688079834,0.5409435014642917,0.45905649853570835
530,1,33.0,0,0,9.5,2,2,1,0,0,24.442346572875977,-15.975329399108887,0.8443472630581172,0.15565273694188275
531,1,23.0,0,0,7.8958,2,2,1,0,0,30.90294647216797,-2.273460626602173,0.873393320807168,0.126606679192832
532,0,48.0,1,2,65.0,1,2,0,1,1,-15.598382949829102,9.69993782043457,0.25039750320659654,0.7496024967934032
533,1,28.0,0,0,7.7958,2,2,1,0,0,27.532148361206055,-9.696731567382812,0.8744754812621981,0.12552451873780188
534,1,34.0,0,0,8.05,2,2,1,0,0,24.088550567626953,-16.344383239746094,0.865809232559342,0.13419076744065803
535,1,28.0,0,0,14.5,2,2,1,0,0,29.14917755126953,-12.470135688781738,0.7968284618067737,0.20317153819322628
536,1,41.0,0,0,7.125,2,2,1,0,0,22.307931900024414,-18.252578735351562,0.8962981309985626,0.10370186900143728
537,1,20.0,0,0,7.2292,2,0,1,0,1,9.789236068725586,1.6427217721939087,0.8195303213576817,0.1804696786423184
538,0,51.0,1,0,77.9583,0,2,0,1,1,-11.21628475189209,16.357086181640625,0.17023559089829224,0.8297644091017077
539,1,28.0,0,0,39.6,0,0,1,0,0,-10.686395645141602,-13.2365140914917,0.6168535995718656,0.3831464004281343
540,1,28.0,1,0,24.15,2,1,0,0,0,-0.9068177938461304,23.963621139526367,0.7667960088289644,0.23320399117103535
541,1,32.0,0,0,8.3625,2,2,1,0,0,24.848995208740234,-15.501675605773926,0.8634733186774634,0.13652668132253676
542,1,48.0,0,0,7.8542,2,2,1,0,0,21.327125549316406,-19.168041229248047,0.8754386152210384,0.12456138477896161
543,0,57.0,0,0,10.5,1,2,1,1,0,0.6090725660324097,-16.722768783569336,0.37602797626770085,0.6239720237322992
544,1,18.0,0,0,7.75,2,2,1,0,0,32.54277801513672,2.5215582847595215,0.8683630725037671,0.13163692749623285
545,1,28.0,0,0,7.75,2,1,1,0,0,12.043179512023926,3.929309368133545,0.8500764428096048,0.14992355719039518
546,0,5.0,0,0,12.475,2,2,1,1,1,5.5328545570373535,-11.60751724243164,0.34758124654648753,0.6524187534535126
547,0,17.0,1,0,57.0,0,2,0,1,1,-11.357983589172363,16.658912658691406,0.1824229813861788,0.8175770186138213
548,1,29.0,0,0,30.0,0,2,1,0,0,-21.35239028930664,-12.164897918701172,0.5851130247988645,0.41488697520113554
549,1,28.0,1,2,23.45,2,2,0,0,0,2.8643393516540527,22.69471549987793,0.7487332047980059,0.25126679520199424
550,1,25.0,0,0,7.05,2,2,1,0,0,30.065488815307617,-4.428469181060791,0.8842179086690236,0.11578209133097633
551,1,1.0,1,2,20.575,2,2,0,0,1,3.3841867446899414,22.565534591674805,0.5319159157471433,0.4680840842528569
552,1,46.0,0,0,79.2,0,0,1,0,0,-10.332545280456543,-12.662306785583496,0.5394216532456121,0.46057834675438786
553,1,28.0,0,0,7.75,2,1,1,0,0,12.136493682861328,2.9708974361419678,0.8500764428096048,0.14992355719039518
554,1,16.0,0,0,26.0,1,2,1,0,0,-5.203308582305908,-30.310400009155273,0.7480279189337093,0.2519720810662905
555,0,28.0,8,2,69.55,2,2,0,0,0,-20.59759521484375,15.372733116149902,0.7905144838036311,0.20948551619636874
556,1,28.0,0,0,30.6958,0,0,1,0,0,-10.752584457397461,-13.234930992126465,0.6095491448382816,0.39045085516171824
557,1,25.0,0,0,7.8958,2,2,1,0,0,30.040245056152344,-4.489497184753418,0.8720376507040752,0.1279623492959248
558,1,39.0,0,0,13.0,1,2,1,0,0,-7.306546211242676,-26.956932067871094,0.7782511584017101,0.22174884159828998
559,0,49.0,0,0,25.9292,0,2,1,1,1,-1.3651601076126099,-15.37976360321045,0.2675261975829233,0.7324738024170769
560,0,31.0,0,0,8.6833,2,2,1,0,1,5.758841514587402,-12.46859359741211,0.5314578116395484,0.46854218836045164
561,1,30.0,0,0,7.2292,2,0,1,0,0,9.036383628845215,2.1222193241119385,0.8322102608303787,0.1677897391696216
562,0,30.0,1,1,24.15,2,2,0,1,0,-19.779088973999023,13.799570083618164,0.44015899271380726,0.5598410072861927
563,1,34.0,0,0,13.0,1,2,1,0,0,-6.35106086730957,-27.091899871826172,0.7665262812928176,0.23347371870718228
564,0,31.0,1,1,26.25,1,2,0,1,1,-15.996075630187988,10.475831985473633,0.24222612943312122,0.757773870566879
565,1,11.0,1,2,120.0,0,2,0,1,1,-1.4763039350509644,16.727514266967773,0.4014603411665625,0.5985396588334378
566,1,31.0,0,0,7.775,2,2,1,0,0,25.25397491455078,-14.957249641418457,0.8694470886123559,0.13055291138764405
567,1,39.0,0,0,0.0,0,2,1,0,0,-20.548343658447266,-12.40065860748291,0.8246511793166955,0.17534882068330443
568,1,39.0,0,0,13.0,1,2,1,0,0,-7.3092522621154785,-26.95928955078125,0.7782511584017101,0.22174884159828998
569,0,33.0,1,0,53.1,0,2,0,1,1,-11.313619613647461,16.67835807800293,0.1918965433500088,0.8081034566499915
570,1,26.0,0,0,7.8875,2,2,1,0,0,29.670265197753906,-5.417667865753174,0.8702695169828562,0.12973048301714396
571,1,39.0,0,0,24.15,2,2,1,0,0,22.632795333862305,-17.900468826293945,0.8092159477129727,0.19078405228702727
572,1,35.0,0,0,10.5,1,2,1,0,0,-6.676082611083984,-27.279508590698242,0.8060908515965938,0.19390914840340634
573,1,30.5,0,0,8.05,2,2,1,0,0,25.50731658935547,-14.603219985961914,0.8616972637879615,0.13830273621203848
574,1,28.0,0,0,0.0,0,2,1,0,0,-21.538991928100586,-12.24886417388916,0.7965113553194293,0.20348864468057073
575,0,23.0,0,0,7.925,2,2,1,0,0,6.272694110870361,-11.881312370300293,0.501166364608229,0.49883363539177095
576,1,31.0,1,1,37.0042,1,0,0,0,0,-1.3586664199829102,15.064543724060059,0.6487069952601513,0.3512930047398485
577,1,10.0,3,2,27.9,2,2,0,0,0,4.64309024810791,22.2346134185791,0.8772918720923333,0.12270812790766655
578,0,52.0,1,1,93.5,0,2,0,1,1,-13.827083587646484,10.23353099822998,0.1737043642911556,0.8262956357088442
579,1,27.0,0,0,8.6625,2,2,1,0,1,28.949954986572266,-7.19036340713501,0.8493711982144737,0.15062880178552646
580,1,2.0,4,1,39.6875,2,2,0,0,0,4.0191473960876465,21.117605209350586,0.8357640925253808,0.1642359074746194
581,1,28.0,0,0,6.95,2,1,1,0,0,12.50854206085205,3.3715555667877197,0.8725949302959094,0.12740506970409046
582,1,28.0,0,0,56.4958,2,2,1,0,0,23.062969207763672,-11.654679298400879,0.6961070457572964,0.3038929542427036
583,1,28.0,0,0,7.75,2,1,1,0,1,11.796780586242676,3.7520182132720947,0.8500764428096048,0.14992355719039518
584,0,15.0,1,0,14.4542,2,0,0,1,1,-17.995281219482422,21.086578369140625,0.3571618879709959,0.6428381120290041
585,1,28.0,0,0,7.2292,2,0,1,0,0,9.580682754516602,2.299642562866211,0.8199080162949056,0.18009198370509452
586,1,23.0,0,0,7.8542,2,2,1,0,0,30.89342498779297,-2.2681262493133545,0.8712126582964724,0.1287873417035275
587,1,18.0,0,0,8.3,2,2,1,0,0,32.50439453125,2.515212297439575,0.8608840927873195,0.1391159072126806
588,0,39.0,1,1,83.1583,0,0,0,1,1,-10.153881072998047,9.983959197998047,0.1177334424664182,0.8822665575335814
589,1,21.0,0,0,8.6625,2,2,1,0,0,31.459224700927734,-0.1491302102804184,0.8598332775380767,0.14016672246192344
590,1,28.0,0,0,8.05,2,2,1,0,0,28.12916374206543,-11.04549789428711,0.8615746660045037,0.13842533399549628
591,1,28.0,0,0,29.7,0,0,1,0,1,-10.757097244262695,-13.23608684539795,0.5920067012893865,0.4079932987106134
592,1,16.0,0,0,10.5,1,2,1,0,0,-4.984521389007568,-30.2534122467041,0.7834377665614898,0.2165622334385101
593,0,30.0,0,0,31.0,0,0,1,1,1,-4.412742614746094,-12.010478019714355,0.16945942164494743,0.8305405783550529
594,1,34.5,0,0,6.4375,2,0,1,0,0,8.95075798034668,1.9402111768722534,0.844713147200857,0.155286852799143
595,1,42.0,0,0,7.55,2,2,1,0,0,22.13797950744629,-18.398921966552734,0.8867011360057343,0.11329886399426561
596,1,28.0,8,2,69.55,2,2,0,0,0,4.399081707000732,22.706974029541016,0.9072053749351998,0.09279462506480016
597,1,35.0,0,0,7.8958,2,0,1,0,0,8.940396308898926,1.9698237180709839,0.8157190673250093,0.1842809326749908
598,1,28.0,0,1,33.0,1,2,0,0,0,-2.561840534210205,20.8626651763916,0.6573048476574311,0.3426951523425688
599,0,28.0,1,0,89.1042,0,0,0,1,1,-8.590795516967773,12.247283935546875,0.10433718027694605,0.8956628197230536
600,1,4.0,4,2,31.275,2,2,0,0,0,4.862325191497803,21.93975830078125,0.8421931201507854,0.15780687984921452
601,0,16.0,0,1,39.4,0,2,0,1,1,-14.018142700195312,14.022713661193848,0.20124204009800714,0.798757959901993
602,0,18.0,0,1,9.35,2,2,0,1,1,-18.069425582885742,16.544389724731445,0.48388004968509285,0.5161199503149071
603,0,45.0,1,1,164.8667,0,2,0,1,1,-13.801015853881836,10.203532218933105,0.17988981608883756,0.8201101839111624
604,1,51.0,0,0,26.55,0,2,1,0,1,-19.402284622192383,-12.468061447143555,0.6030649206076657,0.3969350793923342
605,0,24.0,0,3,19.2583,2,0,0,1,1,-20.016551971435547,18.85975456237793,0.3452275968490526,0.6547724031509474
606,1,41.0,2,0,14.1083,2,2,0,0,0,-1.2093279361724854,26.399059295654297,0.819744058217293,0.18025594178270674
607,1,24.0,0,0,13.0,1,2,1,0,0,-5.082139492034912,-28.9238338470459,0.7676654282782179,0.2323345717217819
608,0,42.0,0,0,13.0,1,2,1,1,1,0.9010276794433594,-16.438106536865234,0.32180999602994126,0.6781900039700589
609,0,27.0,1,0,13.8583,1,0,0,1,1,-9.403762817382812,13.400182723999023,0.23986829015835853,0.7601317098416418
610,1,31.0,0,0,50.4958,0,2,1,0,0,-20.679811477661133,-11.40720272064209,0.60261863949006,0.3973813605099401
611,1,4.0,1,1,11.1333,2,2,0,0,1,2.5163369178771973,21.60127067565918,0.5547309545288601,0.44526904547113993
612,1,26.0,0,0,7.8958,2,2,1,0,0,29.669525146484375,-5.41699743270874,0.8724501794935517,0.12754982050644845
613,0,47.0,1,1,52.5542,0,2,0,1,1,-13.88388442993164,10.268132209777832,0.20638635101519875,0.7936136489848014
614,1,33.0,0,0,5.0,0,2,1,0,0,-21.094064712524414,-12.310919761657715,0.805961637520517,0.19403836247948314
615,1,47.0,0,0,9.0,2,2,1,0,0,21.442174911499023,-19.05685043334961,0.8604905715741351,0.13950942842586497
616,0,28.0,1,0,24.0,1,0,0,1,1,-9.39602279663086,13.382468223571777,0.22855955527712996,0.7714404447228702
617,0,15.0,0,0,7.225,2,0,1,1,1,2.2522616386413574,-7.8967204093933105,0.3664113685031961,0.633588631496804
618,1,20.0,0,0,9.8458,2,2,1,0,0,31.792917251586914,0.8652811050415039,0.8269028237596694,0.17309717624033077
619,1,19.0,0,0,7.8958,2,2,1,0,0,32.59502029418945,1.630942702293396,0.8778074327362444,0.12219256726375573
620,1,28.0,0,0,7.8958,2,2,1,0,0,27.841203689575195,-10.260290145874023,0.8766561437728937,0.12334385622710636
621,0,22.0,0,0,10.5167,2,2,1,1,0,6.1929755210876465,-11.806020736694336,0.4540111016329915,0.5459888983670088
622,1,28.0,0,0,10.5,1,2,1,0,0,-5.0736985206604,-27.86835479736328,0.8002605156400416,0.19973948435995845
623,1,25.0,0,0,7.05,2,2,1,0,0,30.06588363647461,-4.428022384643555,0.8842179086690236,0.11578209133097633
624,0,19.0,0,0,30.0,0,2,1,1,1,-1.1582800149917603,-15.401119232177734,0.21619377071336898,0.7838062292866316
625,0,28.0,1,2,23.45,2,2,0,1,0,-20.38416862487793,14.170608520507812,0.46610689965850555,0.5338931003414945
626,1,32.0,0,0,7.75,2,1,1,0,0,12.548236846923828,3.6537115573883057,0.8565543711144714,0.14344562888552845
