,sex,age,n_siblings_spouses,parch,fare,class,embark_town,alone,predict,survived,x,y,predict0,predict1
453,0,28.0,0,0,13.0,1,2,1,1,1,2.9861867427825928,10.446955680847168,0.2919559139480186,0.7080440860519817
454,1,32.0,0,0,7.925,2,2,1,0,0,11.634834289550781,14.658553123474121,0.8554971282012729,0.14450287179872723
455,0,41.0,0,5,39.6875,2,2,0,0,0,6.3698201179504395,-15.007317543029785,0.642489528515179,0.35751047148482085
456,1,28.0,1,0,16.1,2,2,0,0,0,2.3044779300689697,7.057528018951416,0.7664766325750766,0.23352336742492333
457,1,20.0,0,0,7.8542,2,2,1,0,0,-16.650157928466797,12.82717227935791,0.8727982345559617,0.12720176544403822
458,1,28.0,0,0,56.4958,2,2,1,0,1,-1.68064546585083,-32.05302810668945,0.6961070457572964,0.3038929542427036
459,0,0.75,2,1,19.2583,2,0,0,1,1,-16.63614273071289,-5.846155643463135,0.2396852074972963,0.7603147925027038
460,1,48.0,1,0,76.7292,0,0,0,0,1,3.7480180263519287,-37.45002746582031,0.50671199052097,0.49328800947902995
461,1,28.0,0,0,7.55,2,2,1,0,0,1.3190038204193115,25.490510940551758,0.8803990519778297,0.11960094802217025
462,0,23.0,0,0,7.55,2,2,1,1,1,-13.818625450134277,17.578567504882812,0.4982463191427505,0.5017536808572495
463,1,28.0,0,0,7.8958,2,2,1,0,0,-0.015622058883309364,23.87642478942871,0.8766561437728937,0.12334385622710636
464,0,18.0,0,1,23.0,1,2,0,1,1,-7.630840301513672,-7.619481086730957,0.23570680880099049,0.7642931911990096
465,1,21.0,0,0,8.4333,2,2,1,0,0,-14.95505428314209,13.765198707580566,0.8603647177003485,0.13963528229965164
466,1,24.0,2,0,73.5,1,2,0,0,0,-0.9457566142082214,-37.77629852294922,0.6996534522583159,0.30034654774168407
467,1,28.0,0,0,7.8958,2,2,1,0,0,1.9068115949630737,24.24947738647461,0.8766561437728937,0.12334385622710636
468,0,32.0,1,1,15.5,2,1,0,1,0,5.324026584625244,7.0965776443481445,0.4322908176011597,0.5677091823988403
469,1,50.0,2,0,133.65,0,2,0,0,1,3.1146371364593506,-46.25057601928711,0.5612783784744451,0.43872162152555494
470,1,47.0,0,0,25.5875,0,2,1,0,0,9.844632148742676,-12.121962547302246,0.6937279135624498,0.3062720864375499
471,1,36.0,0,0,7.4958,2,2,1,0,0,13.622095108032227,11.489646911621094,0.8899441915612898,0.11005580843871005
472,1,20.0,1,0,7.925,2,2,0,0,1,-17.833158493041992,13.225839614868164,0.776123180570104,0.223876819429896
473,1,25.0,0,0,13.0,1,2,1,0,0,-3.894090175628662,9.648154258728027,0.7663097581751253,0.23369024182487472
474,1,28.0,0,0,7.775,2,2,1,0,0,1.7266407012939453,24.774742126464844,0.865452772744662,0.13454722725533796
475,1,43.0,0,0,8.05,2,2,1,0,0,15.994431495666504,7.602379322052002,0.865809232559342,0.13419076744065803
476,0,40.0,1,1,39.0,1,2,0,1,1,6.248795032501221,-15.066632270812988,0.2445662325618628,0.7554337674381371
477,1,31.0,1,0,52.0,0,2,0,0,0,-0.8001344799995422,-30.96438980102539,0.5929547528963409,0.40704524710365897
478,1,31.0,0,0,13.0,1,2,1,0,1,5.942776679992676,9.942293167114258,0.7657723681688018,0.23422763183119819
479,1,28.0,0,0,0.0,1,2,1,0,0,-3.5857439041137695,30.479167938232422,0.8692889848252733,0.13071101517472686
480,1,18.0,0,0,7.775,2,2,1,0,0,-18.516502380371094,10.508838653564453,0.8666040617080125,0.13339593829198734
481,0,18.0,0,0,9.8417,2,2,1,1,1,-16.677295684814453,8.939080238342285,0.47632138279527886,0.5236786172047213
482,1,36.0,0,1,512.3292,0,0,0,1,1,4.409104824066162,-52.131080627441406,0.48729867170437674,0.5127013282956234
483,1,27.0,0,0,76.7292,0,0,1,0,1,-0.17865805327892303,-38.31770706176758,0.5375251000227442,0.4624748999772557
484,1,20.0,0,0,9.225,2,2,1,0,0,-15.47799015045166,11.610809326171875,0.8561933797897087,0.14380662021029159
485,1,14.0,5,2,46.9,2,2,0,0,0,-12.401655197143555,-12.144129753112793,0.9118216679858836,0.08817833201411646
486,1,60.0,1,1,39.0,1,2,0,0,0,11.30875301361084,-15.438467025756836,0.6836031405429392,0.31639685945706053
487,1,19.0,0,0,10.1708,2,2,1,0,0,-15.534518241882324,9.930440902709961,0.8269028237596694,0.17309717624033077
488,1,18.0,0,0,7.7958,2,2,1,0,0,-18.482376098632812,10.481593132019043,0.8756267702255488,0.12437322977445124
489,0,15.0,0,1,211.3375,0,2,0,1,1,5.03607177734375,-49.193138122558594,0.16707559655703844,0.8329244034429617
490,1,31.0,1,0,57.0,0,2,0,0,1,-0.6470109820365906,-31.995012283325195,0.5577593654189332,0.4422406345810667
491,0,4.0,0,1,13.4167,2,0,0,1,1,-17.042085647583008,-4.379557132720947,0.2774319513302732,0.7225680486697269
492,1,28.0,0,0,56.4958,2,2,1,0,1,-1.4765143394470215,-32.00691604614258,0.6961070457572964,0.3038929542427036
493,1,60.0,0,0,26.55,0,2,1,0,0,11.807254791259766,-14.180108070373535,0.612681413269933,0.38731858673006686
494,0,28.0,0,0,7.7333,2,1,1,1,1,2.092113971710205,34.76567077636719,0.4448593242139222,0.5551406757860778
495,1,49.0,1,1,110.8833,0,0,0,1,0,3.955015182495117,-42.730194091796875,0.4905431617095399,0.5094568382904603
496,1,35.0,0,0,26.2875,0,2,1,0,1,4.357101917266846,-9.713315963745117,0.5915807735812162,0.4084192264187838
497,1,25.0,0,0,7.7417,2,1,1,0,0,-9.996789932250977,18.985004425048828,0.8510041904002067,0.1489958095997933
498,1,39.0,0,0,26.0,1,2,1,0,0,6.505080699920654,-10.356215476989746,0.7660689840534863,0.2339310159465137
499,0,22.0,0,0,151.55,0,2,1,1,1,4.7705769538879395,-46.26423645019531,0.15360256359703645,0.8463974364029637
500,1,28.0,1,1,15.2458,2,0,0,0,1,1.1855731010437012,8.218446731567383,0.6642705925562654,0.33572940744373453
501,0,24.0,0,0,49.5042,0,0,1,1,1,-2.434152126312256,-30.603729248046875,0.14467404706658193,0.8553259529334182
502,1,28.0,0,0,26.55,0,2,1,0,0,-1.7232502698898315,-9.022397994995117,0.5805817747988645,0.41941822520113553
503,1,48.0,1,0,52.0,0,2,0,0,1,3.578569173812866,-31.304855346679688,0.6071250288283935,0.39287497117160647
504,1,29.0,0,0,9.4833,2,2,1,0,0,2.5105342864990234,19.161964416503906,0.8508167367249371,0.14918326327506318
505,1,19.0,0,0,7.65,2,2,1,0,0,-18.055070877075195,11.746599197387695,0.8803906957083645,0.11960930429163558
506,0,38.0,0,0,227.525,0,0,1,1,1,6.037078857421875,-49.49984359741211,0.0955122290494206,0.9044877709505795
507,0,27.0,0,0,10.5,1,2,1,1,1,1.1603500843048096,17.21863555908203,0.334723212855813,0.6652767871441873
508,1,28.0,0,0,15.5,2,1,1,0,0,2.339569330215454,8.168557167053223,0.7866311922406133,0.21336880775938666
509,1,33.0,0,0,7.775,2,2,1,0,0,12.208491325378418,13.769949913024902,0.871792602457395,0.12820739754260496
510,0,6.0,0,1,33.0,1,2,0,1,1,-13.993851661682129,-9.378707885742188,0.17621830232913577,0.8237816976708641
511,1,50.0,0,0,13.0,1,2,1,0,0,16.341733932495117,4.60383415222168,0.7721028060678528,0.22789719393214725
512,1,27.0,1,0,53.1,0,2,0,0,1,-1.9458256959915161,-31.28751564025879,0.5687527972744342,0.4312472027255658
513,0,30.0,3,0,21.0,1,2,0,1,1,1.0165313482284546,-5.012612342834473,0.38879321973786396,0.6112067802621362
514,1,25.0,1,0,26.0,1,2,0,0,0,-3.362320899963379,-8.157694816589355,0.7065897995918367,0.2934102004081631
515,0,25.0,1,0,7.925,2,2,0,1,0,-10.684378623962402,20.880205154418945,0.4936152800562792,0.5063847199437209
516,0,29.0,0,0,211.3375,0,2,1,1,1,5.667136192321777,-48.955177307128906,0.15506690889492503,0.8449330911050751
517,1,11.0,0,0,18.7875,2,0,1,0,0,-15.553563117980957,-3.4202356338500977,0.7260396294909911,0.2739603705090088
518,1,28.0,0,0,0.0,1,2,1,0,0,-3.5857443809509277,30.479185104370117,0.8692889848252733,0.13071101517472686
519,1,23.0,0,0,13.0,1,2,1,0,0,-4.865329742431641,9.346435546875,0.7676654282782179,0.2323345717217819
520,1,23.0,0,0,13.0,1,2,1,0,0,-4.865328311920166,9.346441268920898,0.7676654282782179,0.2323345717217819
521,1,35.0,0,0,512.3292,0,0,1,1,1,4.409095764160156,-52.13103485107422,0.49392814615531827,0.5060718538446818
522,1,28.0,0,0,7.8958,2,2,1,0,0,0.82994544506073,24.264734268188477,0.8766561437728937,0.12334385622710636
523,1,28.0,0,0,7.8958,2,2,1,0,0,1.477337121963501,23.74152946472168,0.8766561437728937,0.12334385622710636
524,1,36.0,1,0,78.85,0,2,0,0,0,1.7188193798065186,-38.35489273071289,0.5410441127846903,0.45895588721530955
525,0,21.0,2,2,262.375,0,0,0,1,1,5.687124252319336,-50.573036193847656,0.1602342497161611,0.8397657502838386
526,1,24.0,1,0,16.1,2,2,0,0,0,-2.487375497817993,7.440521717071533,0.7657108259381615,0.2342891740618384
527,1,70.0,1,1,71.0,0,2,0,0,0,5.829824924468994,-36.07257843017578,0.6243955812174928,0.3756044187825072
528,0,4.0,1,1,23.0,1,2,0,1,1,-15.366453170776367,-6.552130699157715,0.18965871584431204,0.8103412841556882
529,1,6.0,0,1,12.475,2,2,0,0,1,-17.03586196899414,-3.7901885509490967,0.5409435014642917,0.45905649853570835
530,1,33.0,0,0,9.5,2,2,1,0,0,11.064223289489746,12.944330215454102,0.8443472630581172,0.15565273694188275
531,1,23.0,0,0,7.8958,2,2,1,0,0,-13.036999702453613,16.452983856201172,0.873393320807168,0.126606679192832
532,0,48.0,1,2,65.0,1,2,0,1,1,3.722161054611206,-33.270751953125,0.25039750320659654,0.7496024967934032
533,1,28.0,0,0,7.7958,2,2,1,0,0,0.7855197787284851,24.92290496826172,0.8744754812621981,0.12552451873780188
534,1,34.0,0,0,8.05,2,2,1,0,0,12.439647674560547,12.803216934204102,0.865809232559342,0.13419076744065803
535,1,28.0,0,0,14.5,2,2,1,0,0,2.838622570037842,8.646391868591309,0.7968284618067737,0.20317153819322628
536,1,41.0,0,0,7.125,2,2,1,0,0,15.727842330932617,8.555964469909668,0.8962981309985626,0.10370186900143728
537,1,20.0,0,0,7.2292,2,0,1,0,1,-17.783859252929688,14.502565383911133,0.8195303213576817,0.1804696786423184
538,0,51.0,1,0,77.9583,0,2,0,1,1,4.336686134338379,-37.59170913696289,0.17023559089829224,0.8297644091017077
539,1,28.0,0,0,39.6,0,0,1,0,0,-1.2820308208465576,-13.865474700927734,0.6168535995718656,0.3831464004281343
540,1,28.0,1,0,24.15,2,1,0,0,0,-1.0996780395507812,-6.808262825012207,0.7667960088289644,0.23320399117103535
541,1,32.0,0,0,8.3625,2,2,1,0,0,11.272390365600586,14.229639053344727,0.8634733186774634,0.13652668132253676
542,1,48.0,0,0,7.8542,2,2,1,0,0,17.110902786254883,5.898212432861328,0.8754386152210384,0.12456138477896161
543,0,57.0,0,0,10.5,1,2,1,1,0,17.928539276123047,3.6196258068084717,0.37602797626770085,0.6239720237322992
544,1,18.0,0,0,7.75,2,2,1,0,0,-18.553747177124023,10.540602684020996,0.8683630725037671,0.13163692749623285
545,1,28.0,0,0,7.75,2,1,1,0,0,4.651806354522705,29.193872451782227,0.8500764428096048,0.14992355719039518
546,0,5.0,0,0,12.475,2,2,1,1,1,-17.14101791381836,-3.9569787979125977,0.34758124654648753,0.6524187534535126
547,0,17.0,1,0,57.0,0,2,0,1,1,-3.237396478652954,-32.26091766357422,0.1824229813861788,0.8175770186138213
548,1,29.0,0,0,30.0,0,2,1,0,0,-1.1337350606918335,-11.047603607177734,0.5851130247988645,0.41488697520113554
549,1,28.0,1,2,23.45,2,2,0,0,0,-1.513144612312317,-5.844021797180176,0.7487332047980059,0.25126679520199424
550,1,25.0,0,0,7.05,2,2,1,0,0,-10.594027519226074,19.421897888183594,0.8842179086690236,0.11578209133097633
551,1,1.0,1,2,20.575,2,2,0,0,1,-16.122777938842773,-6.1395697593688965,0.5319159157471433,0.4680840842528569
552,1,46.0,0,0,79.2,0,0,1,0,0,3.540767192840576,-37.946468353271484,0.5394216532456121,0.46057834675438786
553,1,28.0,0,0,7.75,2,1,1,0,0,4.0867838859558105,29.770708084106445,0.8500764428096048,0.14992355719039518
554,1,16.0,0,0,26.0,1,2,1,0,0,-8.074378967285156,-8.176738739013672,0.7480279189337093,0.2519720810662905
555,0,28.0,8,2,69.55,2,2,0,0,0,-0.6213741302490234,-36.46004104614258,0.7905144838036311,0.20948551619636874
556,1,28.0,0,0,30.6958,0,0,1,0,0,-1.1836909055709839,-11.383228302001953,0.6095491448382816,0.39045085516171824
557,1,25.0,0,0,7.8958,2,2,1,0,0,-10.039073944091797,19.5660457611084,0.8720376507040752,0.1279623492959248
558,1,39.0,0,0,13.0,1,2,1,0,0,12.39495849609375,7.251346588134766,0.7782511584017101,0.22174884159828998
559,0,49.0,0,0,25.9292,0,2,1,1,1,10.164874076843262,-12.61530876159668,0.2675261975829233,0.7324738024170769
560,0,31.0,0,0,8.6833,2,2,1,0,1,10.238092422485352,15.266477584838867,0.5314578116395484,0.46854218836045164
561,1,30.0,0,0,7.2292,2,0,1,0,0,8.506902694702148,31.327070236206055,0.8322102608303787,0.1677897391696216
562,0,30.0,1,1,24.15,2,2,0,1,0,-0.2318723499774933,-7.031431674957275,0.44015899271380726,0.5598410072861927
563,1,34.0,0,0,13.0,1,2,1,0,0,9.14553165435791,9.14486026763916,0.7665262812928176,0.23347371870718228
564,0,31.0,1,1,26.25,1,2,0,1,1,0.7339810132980347,-8.608203887939453,0.24222612943312122,0.757773870566879
565,1,11.0,1,2,120.0,0,2,0,1,1,2.1079578399658203,-44.615478515625,0.4014603411665625,0.5985396588334378
566,1,31.0,0,0,7.775,2,2,1,0,0,11.115557670593262,15.639740943908691,0.8694470886123559,0.13055291138764405
567,1,39.0,0,0,0.0,0,2,1,0,0,16.679115295410156,11.938421249389648,0.8246511793166955,0.17534882068330443
568,1,39.0,0,0,13.0,1,2,1,0,0,12.39495849609375,7.251347064971924,0.7782511584017101,0.22174884159828998
569,0,33.0,1,0,53.1,0,2,0,1,1,-0.32992854714393616,-31.145109176635742,0.1918965433500088,0.8081034566499915
570,1,26.0,0,0,7.8875,2,2,1,0,0,-9.018536567687988,20.167503356933594,0.8702695169828562,0.12973048301714396
571,1,39.0,0,0,24.15,2,2,1,0,0,6.678009510040283,-9.706930160522461,0.8092159477129727,0.19078405228702727
572,1,35.0,0,0,10.5,1,2,1,0,0,11.275686264038086,10.311742782592773,0.8060908515965938,0.19390914840340634
573,1,30.5,0,0,8.05,2,2,1,0,0,10.674497604370117,16.13692283630371,0.8616972637879615,0.13830273621203848
574,1,28.0,0,0,0.0,0,2,1,0,0,-3.4915759563446045,30.512331008911133,0.7965113553194293,0.20348864468057073
575,0,23.0,0,0,7.925,2,2,1,0,0,-13.081236839294434,17.044706344604492,0.501166364608229,0.49883363539177095
576,1,31.0,1,1,37.0042,1,0,0,0,0,-0.6825987100601196,-13.514297485351562,0.6487069952601513,0.3512930047398485
577,1,10.0,3,2,27.9,2,2,0,0,0,-13.08407211303711,-8.083864212036133,0.8772918720923333,0.12270812790766655
578,0,52.0,1,1,93.5,0,2,0,1,1,4.326447010040283,-39.55512237548828,0.1737043642911556,0.8262956357088442
579,1,27.0,0,0,8.6625,2,2,1,0,1,-2.0641744136810303,21.448875427246094,0.8493711982144737,0.15062880178552646
580,1,2.0,4,1,39.6875,2,2,0,0,0,-14.154679298400879,-10.706575393676758,0.8357640925253808,0.1642359074746194
581,1,28.0,0,0,6.95,2,1,1,0,0,6.078195571899414,29.38042640686035,0.8725949302959094,0.12740506970409046
582,1,28.0,0,0,56.4958,2,2,1,0,0,-1.4735487699508667,-32.44279861450195,0.6961070457572964,0.3038929542427036
583,1,28.0,0,0,7.75,2,1,1,0,1,3.494802236557007,30.909151077270508,0.8500764428096048,0.14992355719039518
584,0,15.0,1,0,14.4542,2,0,0,1,1,-15.593382835388184,5.655665874481201,0.3571618879709959,0.6428381120290041
585,1,28.0,0,0,7.2292,2,0,1,0,0,6.278720855712891,31.567289352416992,0.8199080162949056,0.18009198370509452
586,1,23.0,0,0,7.8542,2,2,1,0,0,-13.054931640625,16.481996536254883,0.8712126582964724,0.1287873417035275
587,1,18.0,0,0,8.3,2,2,1,0,0,-18.037405014038086,10.151556015014648,0.8608840927873195,0.1391159072126806
588,0,39.0,1,1,83.1583,0,0,0,1,1,2.5799708366394043,-38.93674850463867,0.1177334424664182,0.8822665575335814
589,1,21.0,0,0,8.6625,2,2,1,0,0,-14.77216625213623,13.528200149536133,0.8598332775380767,0.14016672246192344
590,1,28.0,0,0,8.05,2,2,1,0,0,1.2393702268600464,22.511123657226562,0.8615746660045037,0.13842533399549628
591,1,28.0,0,0,29.7,0,0,1,0,1,-1.3747459650039673,-10.760683059692383,0.5920067012893865,0.4079932987106134
592,1,16.0,0,0,10.5,1,2,1,0,0,-17.48990821838379,7.586404323577881,0.7834377665614898,0.2165622334385101
593,0,30.0,0,0,31.0,0,0,1,1,1,-0.43684011697769165,-11.602034568786621,0.16945942164494743,0.8305405783550529
594,1,34.5,0,0,6.4375,2,0,1,0,0,13.951045036315918,12.948951721191406,0.844713147200857,0.155286852799143
595,1,42.0,0,0,7.55,2,2,1,0,0,15.869898796081543,8.053414344787598,0.8867011360057343,0.11329886399426561
596,1,28.0,8,2,69.55,2,2,0,0,0,-1.0593928098678589,-36.48655319213867,0.9072053749351998,0.09279462506480016
597,1,35.0,0,0,7.8958,2,0,1,0,0,13.870944023132324,12.33160400390625,0.8157190673250093,0.1842809326749908
598,1,28.0,0,1,33.0,1,2,0,0,0,-1.7215147018432617,-12.319109916687012,0.6573048476574311,0.3426951523425688
599,0,28.0,1,0,89.1042,0,0,0,1,1,1.0328129529953003,-40.282440185546875,0.10433718027694605,0.8956628197230536
600,1,4.0,4,2,31.275,2,2,0,0,0,-14.408520698547363,-8.930096626281738,0.8421931201507854,0.15780687984921452
601,0,16.0,0,1,39.4,0,2,0,1,1,-11.338187217712402,-11.208925247192383,0.20124204009800714,0.798757959901993
602,0,18.0,0,1,9.35,2,2,0,1,1,-16.943153381347656,9.06728458404541,0.48388004968509285,0.5161199503149071
603,0,45.0,1,1,164.8667,0,2,0,1,1,4.246033191680908,-47.427555084228516,0.17988981608883756,0.8201101839111624
604,1,51.0,0,0,26.55,0,2,1,0,1,10.514168739318848,-13.12757682800293,0.6030649206076657,0.3969350793923342
605,0,24.0,0,3,19.2583,2,0,0,1,1,-2.3866398334503174,5.894876956939697,0.3452275968490526,0.6547724031509474
606,1,41.0,2,0,14.1083,2,2,0,0,0,13.104429244995117,6.2973856925964355,0.819744058217293,0.18025594178270674
607,1,24.0,0,0,13.0,1,2,1,0,0,-4.419010162353516,9.512128829956055,0.7676654282782179,0.2323345717217819
608,0,42.0,0,0,13.0,1,2,1,1,1,13.66344165802002,6.499140739440918,0.32180999602994126,0.6781900039700589
609,0,27.0,1,0,13.8583,1,0,0,1,1,1.0953401327133179,9.321099281311035,0.23986829015835853,0.7601317098416418
610,1,31.0,0,0,50.4958,0,2,1,0,0,-0.8649776577949524,-30.56616973876953,0.60261863949006,0.3973813605099401
611,1,4.0,1,1,11.1333,2,2,0,0,1,-17.46502685546875,-3.9288113117218018,0.5547309545288601,0.44526904547113993
612,1,26.0,0,0,7.8958,2,2,1,0,0,-9.015735626220703,20.170337677001953,0.8724501794935517,0.12754982050644845
613,0,47.0,1,1,52.5542,0,2,0,1,1,3.2875146865844727,-31.436120986938477,0.20638635101519875,0.7936136489848014
614,1,33.0,0,0,5.0,0,2,1,0,0,13.725541114807129,14.201725006103516,0.805961637520517,0.19403836247948314
615,1,47.0,0,0,9.0,2,2,1,0,0,16.5795955657959,5.954674243927002,0.8604905715741351,0.13950942842586497
616,0,28.0,1,0,24.0,1,0,0,1,1,-0.7071517705917358,-6.550015449523926,0.22855955527712996,0.7714404447228702
617,0,15.0,0,0,7.225,2,0,1,1,1,-20.356689453125,7.912383556365967,0.3664113685031961,0.633588631496804
618,1,20.0,0,0,9.8458,2,2,1,0,0,-15.10700798034668,10.946378707885742,0.8269028237596694,0.17309717624033077
619,1,19.0,0,0,7.8958,2,2,1,0,0,-17.754581451416016,11.479606628417969,0.8778074327362444,0.12219256726375573
620,1,28.0,0,0,7.8958,2,2,1,0,0,1.3783317804336548,24.197446823120117,0.8766561437728937,0.12334385622710636
621,0,22.0,0,0,10.5167,2,2,1,1,0,-12.586841583251953,12.625434875488281,0.4540111016329915,0.5459888983670088
622,1,28.0,0,0,10.5,1,2,1,0,0,1.4836375713348389,18.10980796813965,0.8002605156400416,0.19973948435995845
623,1,25.0,0,0,7.05,2,2,1,0,0,-10.594318389892578,19.422395706176758,0.8842179086690236,0.11578209133097633
624,0,19.0,0,0,30.0,0,2,1,1,1,-7.2553534507751465,-8.88530158996582,0.21619377071336898,0.7838062292866316
625,0,28.0,1,2,23.45,2,2,0,1,0,-1.3946611881256104,-5.806779861450195,0.46610689965850555,0.5338931003414945
626,1,32.0,0,0,7.75,2,1,1,0,0,12.112688064575195,14.846644401550293,0.8565543711144714,0.14344562888552845
